order_id,order_number,shop_id,createdAt,currency,order_total_price,order_total_discounts,cost_total,revenue_with_cost,shipping_original_price,shipping_price_charged,shipping_discount_amount,is_free_shipping,product_id,variant_id,title,price,quantity,total_discount,compare_at_price,active_campaign_id,active_campaign_ids,campaign_discounts
1006,1006,sd-shop-0001,2025-05-10 04:34:00+00:00,USD,230.94,62.99,115.35,230.94,9.99,0.0,9.99,True,7000019539811,41000518186168,Travel Candle Tin (free gift),24.99,1,24.99,24.99,sc7,"[""sc7""]","[{""campaignId"": ""sc7"", ""campaignName"": ""Free Gift with $75 Purchase"", ""campaignType"": ""buy_one_get_one"", ""discountAmount"": 24.99}]"
1007,1007,sd-shop-0001,2025-05-11 09:45:00+00:00,USD,83.59,16.65,43.87,83.59,4.99,0.0,4.99,False,7000828197913,41002132600026,Reed Diffuser Luxury Set,27.86,3,11.66,31.75,sc5,"[""sc5""]","[{""campaignId"": ""sc5"", ""campaignName"": ""Spring Decor: Buy 3+, Save 12%"", ""campaignType"": ""volume"", ""discountAmount"": 11.66}]"
1008,1008,sd-shop-0001,2025-05-11 13:56:00+00:00,USD,116.25,23.31,47.69,116.25,4.99,0.0,4.99,False,7000090128723,41001103316264,Ceramic Vase & Bowl Set,48.97,1,18.32,67.29,sc5,"[""sc5""]","[{""campaignId"": ""sc5"", ""campaignName"": ""Spring Decor: Buy 3+, Save 12%"", ""campaignType"": ""volume"", ""discountAmount"": 18.32}]"
1008,1008,sd-shop-0001,2025-05-11 13:56:00+00:00,USD,116.25,23.31,47.69,116.25,4.99,0.0,4.99,False,7000103320804,41000085793481,Decorative Throw Pillow Cover,67.28,1,0.0,67.28,,[],[]
1009,1009,sd-shop-0001,2025-05-11 17:07:00+00:00,USD,148.9,26.16,64.87,148.9,0.0,0.0,0.0,False,7000090128723,41001103316264,Ceramic Vase & Bowl Set,61.37,1,26.16,87.53,sc5,"[""sc5""]","[{""campaignId"": ""sc5"", ""campaignName"": ""Spring Decor: Buy 3+, Save 12%"", ""campaignType"": ""volume"", ""discountAmount"": 26.16}]"
1009,1009,sd-shop-0001,2025-05-11 17:07:00+00:00,USD,148.9,26.16,64.87,148.9,0.0,0.0,0.0,False,7000357423367,41000948010126,Linen Throw Blanket,87.53,1,0.0,87.53,,[],[]
1010,1010,sd-shop-0001,2025-05-11 21:18:00+00:00,USD,181.55,35.2,211.58,181.55,0.0,0.0,0.0,False,7000752187875,41000193868608,Home Fragrance Gift Box,54.65,2,35.2,72.25,sc5,"[""sc5""]","[{""campaignId"": ""sc5"", ""campaignName"": ""Spring Decor: Buy 3+, Save 12%"", ""campaignType"": ""volume"", ""discountAmount"": 35.2}]"
1010,1010,sd-shop-0001,2025-05-11 21:18:00+00:00,USD,181.55,35.2,211.58,181.55,0.0,0.0,0.0,False,7000655717060,41001377671419,Scented Room Spray,72.25,1,0.0,72.25,,[],[]
1011,1011,sd-shop-0001,2025-05-11 02:29:00+00:00,USD,214.21,23.99,104.2,214.21,0.0,0.0,0.0,False,7000752187875,41000193868608,Home Fragrance Gift Box,107.1,2,23.99,119.1,sc5,"[""sc5""]","[{""campaignId"": ""sc5"", ""campaignName"": ""Spring Decor: Buy 3+, Save 12%"", ""campaignType"": ""volume"", ""discountAmount"": 23.99}]"
1012,1012,sd-shop-0001,2025-05-12 06:39:00+00:00,USD,246.86,62.11,126.36,246.86,4.99,0.0,4.99,False,7000828197913,41002132600026,Reed Diffuser Luxury Set,135.93,2,32.13,151.99,sc5,"[""sc5"", ""sc7""]","[{""campaignId"": ""sc5"", ""campaignName"": ""Spring Decor: Buy 3+, Save 12%"", ""campaignType"": ""volume"", ""discountAmount"": 32.13}, {""campaignId"": ""sc7"", ""campaignName"": ""Free Gift with $75 Purchase"", ""campaignType"": ""buy_one_get_one"", ""discountAmount"": 0.0}]"
1012,1012,sd-shop-0001,2025-05-12 06:39:00+00:00,USD,246.86,62.11,126.36,246.86,4.99,0.0,4.99,False,7000019539811,41000518186168,Travel Candle Tin (free gift),24.99,1,24.99,24.99,sc7,"[""sc7""]","[{""campaignId"": ""sc7"", ""campaignName"": ""Free Gift with $75 Purchase"", ""campaignType"": ""buy_one_get_one"", ""discountAmount"": 24.99}]"
1013,1013,sd-shop-0001,2025-05-12 11:50:00+00:00,USD,99.51,19.75,53.46,99.51,4.99,0.0,4.99,False,7000828197913,41002132600026,Reed Diffuser Luxury Set,23.65,3,14.76,28.57,sc5,"[""sc5""]","[{""campaignId"": ""sc5"", ""campaignName"": ""Spring Decor: Buy 3+, Save 12%"", ""campaignType"": ""volume"", ""discountAmount"": 14.76}]"
1013,1013,sd-shop-0001,2025-05-12 11:50:00+00:00,USD,99.51,19.75,53.46,99.51,4.99,0.0,4.99,False,7000103320804,41000085793481,Decorative Throw Pillow Cover,28.57,1,0.0,28.57,,[],[]
1014,1014,sd-shop-0001,2025-05-12 15:02:00+00:00,USD,132.17,22.0,55.86,132.17,0.0,0.0,0.0,False,7000090128723,41001103316264,Ceramic Vase & Bowl Set,55.08,1,22.0,77.08,sc5,"[""sc5""]","[{""campaignId"": ""sc5"", ""campaignName"": ""Spring Decor: Buy 3+, Save 12%"", ""campaignType"": ""volume"", ""discountAmount"": 22.0}]"
1014,1014,sd-shop-0001,2025-05-12 15:02:00+00:00,USD,132.17,22.0,55.86,132.17,0.0,0.0,0.0,False,7000357423367,41000948010126,Linen Throw Blanket,77.09,1,0.0,77.09,,[],[]
1015,1015,sd-shop-0001,2025-05-13 19:12:00+00:00,USD,164.82,30.42,73.85,164.82,0.0,0.0,0.0,False,7000090128723,41001103316264,Ceramic Vase & Bowl Set,49.87,2,30.42,65.08,sc5,"[""sc5""]","[{""campaignId"": ""sc5"", ""campaignName"": ""Spring Decor: Buy 3+, Save 12%"", ""campaignType"": ""volume"", ""discountAmount"": 30.42}]"
1015,1015,sd-shop-0001,2025-05-13 19:12:00+00:00,USD,164.82,30.42,73.85,164.82,0.0,0.0,0.0,False,7000357423367,41000948010126,Linen Throw Blanket,65.08,1,0.0,65.08,,[],[]
1016,1016,sd-shop-0001,2025-05-13 00:23:00+00:00,USD,197.48,20.28,93.5,197.48,0.0,0.0,0.0,False,7000752187875,41000193868608,Home Fragrance Gift Box,98.74,2,20.28,108.88,sc5,"[""sc5""]","[{""campaignId"": ""sc5"", ""campaignName"": ""Spring Decor: Buy 3+, Save 12%"", ""campaignType"": ""volume"", ""discountAmount"": 20.28}]"
1017,1017,sd-shop-0001,2025-05-13 04:34:00+00:00,USD,230.13,62.79,114.8,230.13,9.99,0.0,9.99,True,7000752187875,41000193868608,Home Fragrance Gift Box,127.56,2,27.81,141.47,sc5,"[""sc5"", ""sc7""]","[{""campaignId"": ""sc5"", ""campaignName"": ""Spring Decor: Buy 3+, Save 12%"", ""campaignType"": ""volume"", ""discountAmount"": 27.81}, {""campaignId"": ""sc7"", ""campaignName"": ""Free Gift with $75 Purchase"", ""campaignType"": ""buy_one_get_one"", ""discountAmount"": 0.0}]"
1017,1017,sd-shop-0001,2025-05-13 04:34:00+00:00,USD,230.13,62.79,114.8,230.13,9.99,0.0,9.99,True,7000019539811,41000518186168,Travel Candle Tin (free gift),24.99,1,24.99,24.99,sc7,"[""sc7""]","[{""campaignId"": ""sc7"", ""campaignName"": ""Free Gift with $75 Purchase"", ""campaignType"": ""buy_one_get_one"", ""discountAmount"": 24.99}]"
1018,1018,sd-shop-0001,2025-05-14 08:45:00+00:00,USD,82.78,16.5,43.4,82.78,4.99,0.0,4.99,False,7000828197913,41002132600026,Reed Diffuser Luxury Set,27.59,3,11.51,31.43,sc5,"[""sc5""]","[{""campaignId"": ""sc5"", ""campaignName"": ""Spring Decor: Buy 3+, Save 12%"", ""campaignType"": ""volume"", ""discountAmount"": 11.51}]"
1019,1019,sd-shop-0001,2025-05-14 13:55:00+00:00,USD,115.44,23.13,47.29,115.44,4.99,0.0,4.99,False,7000090128723,41001103316264,Ceramic Vase & Bowl Set,48.65,1,18.14,66.79,sc5,"[""sc5""]","[{""campaignId"": ""sc5"", ""campaignName"": ""Spring Decor: Buy 3+, Save 12%"", ""campaignType"": ""volume"", ""discountAmount"": 18.14}]"
1019,1019,sd-shop-0001,2025-05-14 13:55:00+00:00,USD,115.44,23.13,47.29,115.44,4.99,0.0,4.99,False,7000103320804,41000085793481,Decorative Throw Pillow Cover,66.79,1,0.0,66.79,,[],[]
1020,1020,sd-shop-0001,2025-05-14 17:07:00+00:00,USD,148.09,25.96,64.42,148.09,0.0,0.0,0.0,False,7000090128723,41001103316264,Ceramic Vase & Bowl Set,61.07,1,25.96,87.03,sc5,"[""sc5""]","[{""campaignId"": ""sc5"", ""campaignName"": ""Spring Decor: Buy 3+, Save 12%"", ""campaignType"": ""volume"", ""discountAmount"": 25.96}]"
1020,1020,sd-shop-0001,2025-05-14 17:07:00+00:00,USD,148.09,25.96,64.42,148.09,0.0,0.0,0.0,False,7000357423367,41000948010126,Linen Throw Blanket,87.02,1,0.0,87.02,,[],[]
1021,1021,sd-shop-0001,2025-05-15 21:18:00+00:00,USD,180.74,34.96,210.52,180.74,0.0,0.0,0.0,False,7000752187875,41000193868608,Home Fragrance Gift Box,54.42,2,34.96,71.9,sc5,"[""sc5""]","[{""campaignId"": ""sc5"", ""campaignName"": ""Spring Decor: Buy 3+, Save 12%"", ""campaignType"": ""volume"", ""discountAmount"": 34.96}]"
1021,1021,sd-shop-0001,2025-05-15 21:18:00+00:00,USD,180.74,34.96,210.52,180.74,0.0,0.0,0.0,False,7000655717060,41001377671419,Scented Room Spray,71.9,1,0.0,71.9,,[],[]
1022,1022,sd-shop-0001,2025-05-15 02:28:00+00:00,USD,213.4,23.8,103.68,213.4,0.0,0.0,0.0,False,7000752187875,41000193868608,Home Fragrance Gift Box,106.7,2,23.8,118.6,sc5,"[""sc5""]","[{""campaignId"": ""sc5"", ""campaignName"": ""Spring Decor: Buy 3+, Save 12%"", ""campaignType"": ""volume"", ""discountAmount"": 23.8}]"
1023,1023,sd-shop-0001,2025-05-15 06:39:00+00:00,USD,246.05,61.89,125.79,246.05,4.99,0.0,4.99,False,7000828197913,41002132600026,Reed Diffuser Luxury Set,135.52,2,31.91,151.48,sc5,"[""sc5"", ""sc7""]","[{""campaignId"": ""sc5"", ""campaignName"": ""Spring Decor: Buy 3+, Save 12%"", ""campaignType"": ""volume"", ""discountAmount"": 31.91}, {""campaignId"": ""sc7"", ""campaignName"": ""Free Gift with $75 Purchase"", ""campaignType"": ""buy_one_get_one"", ""discountAmount"": 0.0}]"
1023,1023,sd-shop-0001,2025-05-15 06:39:00+00:00,USD,246.05,61.89,125.79,246.05,4.99,0.0,4.99,False,7000019539811,41000518186168,Travel Candle Tin (free gift),24.99,1,24.99,24.99,sc7,"[""sc7""]","[{""campaignId"": ""sc7"", ""campaignName"": ""Free Gift with $75 Purchase"", ""campaignType"": ""buy_one_get_one"", ""discountAmount"": 24.99}]"
1024,1024,sd-shop-0001,2025-05-16 11:50:00+00:00,USD,98.7,19.58,52.96,98.7,4.99,0.0,4.99,False,7000828197913,41002132600026,Reed Diffuser Luxury Set,23.46,3,14.59,28.32,sc5,"[""sc5""]","[{""campaignId"": ""sc5"", ""campaignName"": ""Spring Decor: Buy 3+, Save 12%"", ""campaignType"": ""volume"", ""discountAmount"": 14.59}]"
1024,1024,sd-shop-0001,2025-05-16 11:50:00+00:00,USD,98.7,19.58,52.96,98.7,4.99,0.0,4.99,False,7000103320804,41000085793481,Decorative Throw Pillow Cover,28.32,1,0.0,28.32,,[],[]
1025,1025,sd-shop-0001,2025-05-16 15:02:00+00:00,USD,131.36,21.8,55.44,131.36,0.0,0.0,0.0,False,7000090128723,41001103316264,Ceramic Vase & Bowl Set,54.78,1,21.8,76.58,sc5,"[""sc5""]","[{""campaignId"": ""sc5"", ""campaignName"": ""Spring Decor: Buy 3+, Save 12%"", ""campaignType"": ""volume"", ""discountAmount"": 21.8}]"
1025,1025,sd-shop-0001,2025-05-16 15:02:00+00:00,USD,131.36,21.8,55.44,131.36,0.0,0.0,0.0,False,7000357423367,41000948010126,Linen Throw Blanket,76.58,1,0.0,76.58,,[],[]
1026,1026,sd-shop-0001,2025-05-16 19:12:00+00:00,USD,164.01,30.2,73.38,164.01,0.0,0.0,0.0,False,7000090128723,41001103316264,Ceramic Vase & Bowl Set,49.64,2,30.2,64.74,sc5,"[""sc5""]","[{""campaignId"": ""sc5"", ""campaignName"": ""Spring Decor: Buy 3+, Save 12%"", ""campaignType"": ""volume"", ""discountAmount"": 30.2}]"
1026,1026,sd-shop-0001,2025-05-16 19:12:00+00:00,USD,164.01,30.2,73.38,164.01,0.0,0.0,0.0,False,7000357423367,41000948010126,Linen Throw Blanket,64.74,1,0.0,64.74,,[],[]
1027,1027,sd-shop-0001,2025-05-17 00:23:00+00:00,USD,196.66,20.11,92.98,196.66,0.0,0.0,0.0,False,7000752187875,41000193868608,Home Fragrance Gift Box,98.33,2,20.11,108.39,sc5,"[""sc5""]","[{""campaignId"": ""sc5"", ""campaignName"": ""Spring Decor: Buy 3+, Save 12%"", ""campaignType"": ""volume"", ""discountAmount"": 20.11}]"
1028,1028,sd-shop-0001,2025-05-17 04:34:00+00:00,USD,229.32,62.59,114.25,229.32,9.99,0.0,9.99,True,7000752187875,41000193868608,Home Fragrance Gift Box,127.16,2,27.61,140.96,sc5,"[""sc5"", ""sc7""]","[{""campaignId"": ""sc5"", ""campaignName"": ""Spring Decor: Buy 3+, Save 12%"", ""campaignType"": ""volume"", ""discountAmount"": 27.61}, {""campaignId"": ""sc7"", ""campaignName"": ""Free Gift with $75 Purchase"", ""campaignType"": ""buy_one_get_one"", ""discountAmount"": 0.0}]"
1028,1028,sd-shop-0001,2025-05-17 04:34:00+00:00,USD,229.32,62.59,114.25,229.32,9.99,0.0,9.99,True,7000019539811,41000518186168,Travel Candle Tin (free gift),24.99,1,24.99,24.99,sc7,"[""sc7""]","[{""campaignId"": ""sc7"", ""campaignName"": ""Free Gift with $75 Purchase"", ""campaignType"": ""buy_one_get_one"", ""discountAmount"": 24.99}]"
1029,1029,sd-shop-0001,2025-05-17 08:44:00+00:00,USD,81.97,16.35,42.92,81.97,4.99,0.0,4.99,False,7000828197913,41002132600026,Reed Diffuser Luxury Set,27.32,3,11.36,31.11,sc5,"[""sc5""]","[{""campaignId"": ""sc5"", ""campaignName"": ""Spring Decor: Buy 3+, Save 12%"", ""campaignType"": ""volume"", ""discountAmount"": 11.36}]"
1030,1030,sd-shop-0001,2025-05-17 13:55:00+00:00,USD,114.62,22.95,46.88,114.62,4.99,0.0,4.99,False,7000090128723,41001103316264,Ceramic Vase & Bowl Set,48.33,1,17.96,66.29,sc5,"[""sc5""]","[{""campaignId"": ""sc5"", ""campaignName"": ""Spring Decor: Buy 3+, Save 12%"", ""campaignType"": ""volume"", ""discountAmount"": 17.96}]"
1030,1030,sd-shop-0001,2025-05-17 13:55:00+00:00,USD,114.62,22.95,46.88,114.62,4.99,0.0,4.99,False,7000103320804,41000085793481,Decorative Throw Pillow Cover,66.29,1,0.0,66.29,,[],[]
1031,1031,sd-shop-0001,2025-05-18 17:07:00+00:00,USD,147.28,25.75,63.98,147.28,0.0,0.0,0.0,False,7000090128723,41001103316264,Ceramic Vase & Bowl Set,60.77,1,25.75,86.52,sc5,"[""sc5""]","[{""campaignId"": ""sc5"", ""campaignName"": ""Spring Decor: Buy 3+, Save 12%"", ""campaignType"": ""volume"", ""discountAmount"": 25.75}]"
1031,1031,sd-shop-0001,2025-05-18 17:07:00+00:00,USD,147.28,25.75,63.98,147.28,0.0,0.0,0.0,False,7000357423367,41000948010126,Linen Throw Blanket,86.51,1,0.0,86.51,,[],[]
1032,1032,sd-shop-0001,2025-05-18 21:17:00+00:00,USD,179.93,34.72,209.45,179.93,0.0,0.0,0.0,False,7000752187875,41000193868608,Home Fragrance Gift Box,54.19,2,34.72,71.55,sc5,"[""sc5""]","[{""campaignId"": ""sc5"", ""campaignName"": ""Spring Decor: Buy 3+, Save 12%"", ""campaignType"": ""volume"", ""discountAmount"": 34.72}]"
1032,1032,sd-shop-0001,2025-05-18 21:17:00+00:00,USD,179.93,34.72,209.45,179.93,0.0,0.0,0.0,False,7000655717060,41001377671419,Scented Room Spray,71.55,1,0.0,71.55,,[],[]
1033,1033,sd-shop-0001,2025-05-18 02:28:00+00:00,USD,212.58,23.62,103.14,212.58,0.0,0.0,0.0,False,7000752187875,41000193868608,Home Fragrance Gift Box,106.29,2,23.62,118.1,sc5,"[""sc5""]","[{""campaignId"": ""sc5"", ""campaignName"": ""Spring Decor: Buy 3+, Save 12%"", ""campaignType"": ""volume"", ""discountAmount"": 23.62}]"
1034,1034,sd-shop-0001,2025-05-18 06:39:00+00:00,USD,245.24,61.67,125.22,245.24,4.99,0.0,4.99,False,7000828197913,41002132600026,Reed Diffuser Luxury Set,135.12,2,31.69,150.96,sc5,"[""sc5"", ""sc7""]","[{""campaignId"": ""sc5"", ""campaignName"": ""Spring Decor: Buy 3+, Save 12%"", ""campaignType"": ""volume"", ""discountAmount"": 31.69}, {""campaignId"": ""sc7"", ""campaignName"": ""Free Gift with $75 Purchase"", ""campaignType"": ""buy_one_get_one"", ""discountAmount"": 0.0}]"
1034,1034,sd-shop-0001,2025-05-18 06:39:00+00:00,USD,245.24,61.67,125.22,245.24,4.99,0.0,4.99,False,7000019539811,41000518186168,Travel Candle Tin (free gift),24.99,1,24.99,24.99,sc7,"[""sc7""]","[{""campaignId"": ""sc7"", ""campaignName"": ""Free Gift with $75 Purchase"", ""campaignType"": ""buy_one_get_one"", ""discountAmount"": 24.99}]"
1035,1035,sd-shop-0001,2025-05-18 10:50:00+00:00,USD,97.89,19.42,52.47,97.89,4.99,0.0,4.99,False,7000828197913,41002132600026,Reed Diffuser Luxury Set,23.27,3,14.43,28.08,sc5,"[""sc5""]","[{""campaignId"": ""sc5"", ""campaignName"": ""Spring Decor: Buy 3+, Save 12%"", ""campaignType"": ""volume"", ""discountAmount"": 14.43}]"
1035,1035,sd-shop-0001,2025-05-18 10:50:00+00:00,USD,97.89,19.42,52.47,97.89,4.99,0.0,4.99,False,7000103320804,41000085793481,Decorative Throw Pillow Cover,28.08,1,0.0,28.08,,[],[]
1036,1036,sd-shop-0001,2025-05-18 15:01:00+00:00,USD,130.54,21.61,55.01,130.54,0.0,0.0,0.0,False,7000090128723,41001103316264,Ceramic Vase & Bowl Set,54.47,1,21.61,76.08,sc5,"[""sc5""]","[{""campaignId"": ""sc5"", ""campaignName"": ""Spring Decor: Buy 3+, Save 12%"", ""campaignType"": ""volume"", ""discountAmount"": 21.61}]"
1036,1036,sd-shop-0001,2025-05-18 15:01:00+00:00,USD,130.54,21.61,55.01,130.54,0.0,0.0,0.0,False,7000357423367,41000948010126,Linen Throw Blanket,76.07,1,0.0,76.07,,[],[]
1037,1037,sd-shop-0001,2025-05-19 19:12:00+00:00,USD,163.2,29.97,72.91,163.2,0.0,0.0,0.0,False,7000090128723,41001103316264,Ceramic Vase & Bowl Set,49.41,2,29.97,64.39,sc5,"[""sc5""]","[{""campaignId"": ""sc5"", ""campaignName"": ""Spring Decor: Buy 3+, Save 12%"", ""campaignType"": ""volume"", ""discountAmount"": 29.97}]"
1037,1037,sd-shop-0001,2025-05-19 19:12:00+00:00,USD,163.2,29.97,72.91,163.2,0.0,0.0,0.0,False,7000357423367,41000948010126,Linen Throw Blanket,64.39,1,0.0,64.39,,[],[]
1038,1038,sd-shop-0001,2025-05-19 00:23:00+00:00,USD,195.85,19.94,92.48,195.85,0.0,0.0,0.0,False,7000752187875,41000193868608,Home Fragrance Gift Box,97.93,2,19.94,107.9,sc5,"[""sc5""]","[{""campaignId"": ""sc5"", ""campaignName"": ""Spring Decor: Buy 3+, Save 12%"", ""campaignType"": ""volume"", ""discountAmount"": 19.94}]"
1039,1039,sd-shop-0001,2025-05-19 04:33:00+00:00,USD,228.5,62.39,113.7,228.5,9.99,0.0,9.99,True,7000752187875,41000193868608,Home Fragrance Gift Box,126.74,2,27.41,140.45,sc5,"[""sc5"", ""sc7""]","[{""campaignId"": ""sc5"", ""campaignName"": ""Spring Decor: Buy 3+, Save 12%"", ""campaignType"": ""volume"", ""discountAmount"": 27.41}, {""campaignId"": ""sc7"", ""campaignName"": ""Free Gift with $75 Purchase"", ""campaignType"": ""buy_one_get_one"", ""discountAmount"": 0.0}]"
1039,1039,sd-shop-0001,2025-05-19 04:33:00+00:00,USD,228.5,62.39,113.7,228.5,9.99,0.0,9.99,True,7000019539811,41000518186168,Travel Candle Tin (free gift),24.99,1,24.99,24.99,sc7,"[""sc7""]","[{""campaignId"": ""sc7"", ""campaignName"": ""Free Gift with $75 Purchase"", ""campaignType"": ""buy_one_get_one"", ""discountAmount"": 24.99}]"
1040,1040,sd-shop-0001,2025-05-19 08:44:00+00:00,USD,81.16,16.2,42.44,81.16,4.99,0.0,4.99,False,7000828197913,41002132600026,Reed Diffuser Luxury Set,27.05,3,11.21,30.79,sc5,"[""sc5""]","[{""campaignId"": ""sc5"", ""campaignName"": ""Spring Decor: Buy 3+, Save 12%"", ""campaignType"": ""volume"", ""discountAmount"": 11.21}]"
1041,1041,sd-shop-0001,2025-05-20 12:55:00+00:00,USD,113.81,22.77,46.48,113.81,4.99,0.0,4.99,False,7000090128723,41001103316264,Ceramic Vase & Bowl Set,48.02,1,17.78,65.8,sc5,"[""sc5""]","[{""campaignId"": ""sc5"", ""campaignName"": ""Spring Decor: Buy 3+, Save 12%"", ""campaignType"": ""volume"", ""discountAmount"": 17.78}]"
1041,1041,sd-shop-0001,2025-05-20 12:55:00+00:00,USD,113.81,22.77,46.48,113.81,4.99,0.0,4.99,False,7000103320804,41000085793481,Decorative Throw Pillow Cover,65.79,1,0.0,65.79,,[],[]
1042,1042,sd-shop-0001,2025-05-20 17:06:00+00:00,USD,146.46,25.54,63.53,146.46,0.0,0.0,0.0,False,7000090128723,41001103316264,Ceramic Vase & Bowl Set,60.46,1,25.54,86.0,sc5,"[""sc5""]","[{""campaignId"": ""sc5"", ""campaignName"": ""Spring Decor: Buy 3+, Save 12%"", ""campaignType"": ""volume"", ""discountAmount"": 25.54}]"
1042,1042,sd-shop-0001,2025-05-20 17:06:00+00:00,USD,146.46,25.54,63.53,146.46,0.0,0.0,0.0,False,7000357423367,41000948010126,Linen Throw Blanket,86.0,1,0.0,86.0,,[],[]
1043,1043,sd-shop-0001,2025-05-20 21:17:00+00:00,USD,179.12,34.48,208.39,179.12,0.0,0.0,0.0,False,7000752187875,41000193868608,Home Fragrance Gift Box,53.96,2,34.48,71.2,sc5,"[""sc5""]","[{""campaignId"": ""sc5"", ""campaignName"": ""Spring Decor: Buy 3+, Save 12%"", ""campaignType"": ""volume"", ""discountAmount"": 34.48}]"
1043,1043,sd-shop-0001,2025-05-20 21:17:00+00:00,USD,179.12,34.48,208.39,179.12,0.0,0.0,0.0,False,7000655717060,41001377671419,Scented Room Spray,71.2,1,0.0,71.2,,[],[]
1044,1044,sd-shop-0001,2025-05-20 02:28:00+00:00,USD,211.77,23.43,102.62,211.77,0.0,0.0,0.0,False,7000752187875,41000193868608,Home Fragrance Gift Box,105.89,2,23.43,117.6,sc5,"[""sc5""]","[{""campaignId"": ""sc5"", ""campaignName"": ""Spring Decor: Buy 3+, Save 12%"", ""campaignType"": ""volume"", ""discountAmount"": 23.43}]"
