order_id,shop_id,order_number,currency,subtotal_price,total_discounts,total_price,has_active_campaign,is_free_shipping,shipping_original_price,shipping_price_charged,shipping_discount_amount,applied_campaigns,order_campaigns,cost_total,revenue_with_cost,has_partial_cost,createdAt
1011,sd-shop-0001,1011,USD,214.21,23.99,214.21,True,False,0.0,0.0,0.0,"[{""campaignId"": ""sc5"", ""campaignName"": ""Spring Decor: Buy 3+, Save 12%"", ""campaignType"": ""volume"", ""discountAmount"": 23.99}]",[],104.2,214.21,False,2025-05-11 02:29:00+00:00
1012,sd-shop-0001,1012,USD,246.86,62.11,246.86,True,False,4.99,0.0,4.99,"[{""campaignId"": ""sc5"", ""campaignName"": ""Spring Decor: Buy 3+, Save 12%"", ""campaignType"": ""volume"", ""discountAmount"": 32.13}, {""campaignId"": ""sc7"", ""campaignName"": ""Free Gift with $75 Purchase"", ""campaignType"": ""buy_one_get_one"", ""discountAmount"": 24.99}]","[{""campaignId"": ""sc2"", ""campaignName"": ""Free Shipping over $50"", ""campaignType"": ""shipping"", ""discountAmount"": 4.99, ""shippingDiscountType"": 3, ""shippingDiscountValue"": 4.99}]",126.36,246.86,False,2025-05-12 06:39:00+00:00
1013,sd-shop-0001,1013,USD,99.51,19.75,99.51,True,False,4.99,0.0,4.99,"[{""campaignId"": ""sc5"", ""campaignName"": ""Spring Decor: Buy 3+, Save 12%"", ""campaignType"": ""volume"", ""discountAmount"": 14.76}]","[{""campaignId"": ""sc2"", ""campaignName"": ""Free Shipping over $50"", ""campaignType"": ""shipping"", ""discountAmount"": 4.99, ""shippingDiscountType"": 3, ""shippingDiscountValue"": 4.99}]",53.46,99.51,False,2025-05-12 11:50:00+00:00
1014,sd-shop-0001,1014,USD,132.17,22.0,132.17,True,False,0.0,0.0,0.0,"[{""campaignId"": ""sc5"", ""campaignName"": ""Spring Decor: Buy 3+, Save 12%"", ""campaignType"": ""volume"", ""discountAmount"": 22.0}]",[],55.86,132.17,False,2025-05-12 15:02:00+00:00
1015,sd-shop-0001,1015,USD,164.82,30.42,164.82,True,False,0.0,0.0,0.0,"[{""campaignId"": ""sc5"", ""campaignName"": ""Spring Decor: Buy 3+, Save 12%"", ""campaignType"": ""volume"", ""discountAmount"": 30.42}]",[],73.85,164.82,False,2025-05-13 19:12:00+00:00
1016,sd-shop-0001,1016,USD,197.48,20.28,197.48,True,False,0.0,0.0,0.0,"[{""campaignId"": ""sc5"", ""campaignName"": ""Spring Decor: Buy 3+, Save 12%"", ""campaignType"": ""volume"", ""discountAmount"": 20.28}]",[],93.5,197.48,False,2025-05-13 00:23:00+00:00
1017,sd-shop-0001,1017,USD,230.13,62.79,230.13,True,True,9.99,0.0,9.99,"[{""campaignId"": ""sc5"", ""campaignName"": ""Spring Decor: Buy 3+, Save 12%"", ""campaignType"": ""volume"", ""discountAmount"": 27.81}, {""campaignId"": ""sc7"", ""campaignName"": ""Free Gift with $75 Purchase"", ""campaignType"": ""buy_one_get_one"", ""discountAmount"": 24.99}]","[{""campaignId"": ""sc2"", ""campaignName"": ""Free Shipping over $50"", ""campaignType"": ""shipping"", ""discountAmount"": 9.99, ""shippingDiscountType"": 3, ""shippingDiscountValue"": 9.99}]",114.8,230.13,False,2025-05-13 04:34:00+00:00
1018,sd-shop-0001,1018,USD,82.78,16.5,82.78,True,False,4.99,0.0,4.99,"[{""campaignId"": ""sc5"", ""campaignName"": ""Spring Decor: Buy 3+, Save 12%"", ""campaignType"": ""volume"", ""discountAmount"": 11.51}]","[{""campaignId"": ""sc2"", ""campaignName"": ""Free Shipping over $50"", ""campaignType"": ""shipping"", ""discountAmount"": 4.99, ""shippingDiscountType"": 3, ""shippingDiscountValue"": 4.99}]",43.4,82.78,False,2025-05-14 08:45:00+00:00
1019,sd-shop-0001,1019,USD,115.44,23.13,115.44,True,False,4.99,0.0,4.99,"[{""campaignId"": ""sc5"", ""campaignName"": ""Spring Decor: Buy 3+, Save 12%"", ""campaignType"": ""volume"", ""discountAmount"": 18.14}]","[{""campaignId"": ""sc2"", ""campaignName"": ""Free Shipping over $50"", ""campaignType"": ""shipping"", ""discountAmount"": 4.99, ""shippingDiscountType"": 3, ""shippingDiscountValue"": 4.99}]",47.29,115.44,False,2025-05-14 13:55:00+00:00
1020,sd-shop-0001,1020,USD,148.09,25.96,148.09,True,False,0.0,0.0,0.0,"[{""campaignId"": ""sc5"", ""campaignName"": ""Spring Decor: Buy 3+, Save 12%"", ""campaignType"": ""volume"", ""discountAmount"": 25.96}]",[],64.42,148.09,False,2025-05-14 17:07:00+00:00
1021,sd-shop-0001,1021,USD,180.74,34.96,180.74,True,False,0.0,0.0,0.0,"[{""campaignId"": ""sc5"", ""campaignName"": ""Spring Decor: Buy 3+, Save 12%"", ""campaignType"": ""volume"", ""discountAmount"": 34.96}]",[],210.52,180.74,False,2025-05-15 21:18:00+00:00
1022,sd-shop-0001,1022,USD,213.4,23.8,213.4,True,False,0.0,0.0,0.0,"[{""campaignId"": ""sc5"", ""campaignName"": ""Spring Decor: Buy 3+, Save 12%"", ""campaignType"": ""volume"", ""discountAmount"": 23.8}]",[],103.68,213.4,False,2025-05-15 02:28:00+00:00
1023,sd-shop-0001,1023,USD,246.05,61.89,246.05,True,False,4.99,0.0,4.99,"[{""campaignId"": ""sc5"", ""campaignName"": ""Spring Decor: Buy 3+, Save 12%"", ""campaignType"": ""volume"", ""discountAmount"": 31.91}, {""campaignId"": ""sc7"", ""campaignName"": ""Free Gift with $75 Purchase"", ""campaignType"": ""buy_one_get_one"", ""discountAmount"": 24.99}]","[{""campaignId"": ""sc2"", ""campaignName"": ""Free Shipping over $50"", ""campaignType"": ""shipping"", ""discountAmount"": 4.99, ""shippingDiscountType"": 3, ""shippingDiscountValue"": 4.99}]",125.79,246.05,False,2025-05-15 06:39:00+00:00
1024,sd-shop-0001,1024,USD,98.7,19.58,98.7,True,False,4.99,0.0,4.99,"[{""campaignId"": ""sc5"", ""campaignName"": ""Spring Decor: Buy 3+, Save 12%"", ""campaignType"": ""volume"", ""discountAmount"": 14.59}]","[{""campaignId"": ""sc2"", ""campaignName"": ""Free Shipping over $50"", ""campaignType"": ""shipping"", ""discountAmount"": 4.99, ""shippingDiscountType"": 3, ""shippingDiscountValue"": 4.99}]",52.96,98.7,False,2025-05-16 11:50:00+00:00
1025,sd-shop-0001,1025,USD,131.36,21.8,131.36,True,False,0.0,0.0,0.0,"[{""campaignId"": ""sc5"", ""campaignName"": ""Spring Decor: Buy 3+, Save 12%"", ""campaignType"": ""volume"", ""discountAmount"": 21.8}]",[],55.44,131.36,False,2025-05-16 15:02:00+00:00
1026,sd-shop-0001,1026,USD,164.01,30.2,164.01,True,False,0.0,0.0,0.0,"[{""campaignId"": ""sc5"", ""campaignName"": ""Spring Decor: Buy 3+, Save 12%"", ""campaignType"": ""volume"", ""discountAmount"": 30.2}]",[],73.38,164.01,False,2025-05-16 19:12:00+00:00
1027,sd-shop-0001,1027,USD,196.66,20.11,196.66,True,False,0.0,0.0,0.0,"[{""campaignId"": ""sc5"", ""campaignName"": ""Spring Decor: Buy 3+, Save 12%"", ""campaignType"": ""volume"", ""discountAmount"": 20.11}]",[],92.98,196.66,False,2025-05-17 00:23:00+00:00
1028,sd-shop-0001,1028,USD,229.32,62.59,229.32,True,True,9.99,0.0,9.99,"[{""campaignId"": ""sc5"", ""campaignName"": ""Spring Decor: Buy 3+, Save 12%"", ""campaignType"": ""volume"", ""discountAmount"": 27.61}, {""campaignId"": ""sc7"", ""campaignName"": ""Free Gift with $75 Purchase"", ""campaignType"": ""buy_one_get_one"", ""discountAmount"": 24.99}]","[{""campaignId"": ""sc2"", ""campaignName"": ""Free Shipping over $50"", ""campaignType"": ""shipping"", ""discountAmount"": 9.99, ""shippingDiscountType"": 3, ""shippingDiscountValue"": 9.99}]",114.25,229.32,False,2025-05-17 04:34:00+00:00
1029,sd-shop-0001,1029,USD,81.97,16.35,81.97,True,False,4.99,0.0,4.99,"[{""campaignId"": ""sc5"", ""campaignName"": ""Spring Decor: Buy 3+, Save 12%"", ""campaignType"": ""volume"", ""discountAmount"": 11.36}]","[{""campaignId"": ""sc2"", ""campaignName"": ""Free Shipping over $50"", ""campaignType"": ""shipping"", ""discountAmount"": 4.99, ""shippingDiscountType"": 3, ""shippingDiscountValue"": 4.99}]",42.92,81.97,False,2025-05-17 08:44:00+00:00
1030,sd-shop-0001,1030,USD,114.62,22.95,114.62,True,False,4.99,0.0,4.99,"[{""campaignId"": ""sc5"", ""campaignName"": ""Spring Decor: Buy 3+, Save 12%"", ""campaignType"": ""volume"", ""discountAmount"": 17.96}]","[{""campaignId"": ""sc2"", ""campaignName"": ""Free Shipping over $50"", ""campaignType"": ""shipping"", ""discountAmount"": 4.99, ""shippingDiscountType"": 3, ""shippingDiscountValue"": 4.99}]",46.88,114.62,False,2025-05-17 13:55:00+00:00
1031,sd-shop-0001,1031,USD,147.28,25.75,147.28,True,False,0.0,0.0,0.0,"[{""campaignId"": ""sc5"", ""campaignName"": ""Spring Decor: Buy 3+, Save 12%"", ""campaignType"": ""volume"", ""discountAmount"": 25.75}]",[],63.98,147.28,False,2025-05-18 17:07:00+00:00
1032,sd-shop-0001,1032,USD,179.93,34.72,179.93,True,False,0.0,0.0,0.0,"[{""campaignId"": ""sc5"", ""campaignName"": ""Spring Decor: Buy 3+, Save 12%"", ""campaignType"": ""volume"", ""discountAmount"": 34.72}]",[],209.45,179.93,False,2025-05-18 21:17:00+00:00
1033,sd-shop-0001,1033,USD,212.58,23.62,212.58,True,False,0.0,0.0,0.0,"[{""campaignId"": ""sc5"", ""campaignName"": ""Spring Decor: Buy 3+, Save 12%"", ""campaignType"": ""volume"", ""discountAmount"": 23.62}]",[],103.14,212.58,False,2025-05-18 02:28:00+00:00
1034,sd-shop-0001,1034,USD,245.24,61.67,245.24,True,False,4.99,0.0,4.99,"[{""campaignId"": ""sc5"", ""campaignName"": ""Spring Decor: Buy 3+, Save 12%"", ""campaignType"": ""volume"", ""discountAmount"": 31.69}, {""campaignId"": ""sc7"", ""campaignName"": ""Free Gift with $75 Purchase"", ""campaignType"": ""buy_one_get_one"", ""discountAmount"": 24.99}]","[{""campaignId"": ""sc2"", ""campaignName"": ""Free Shipping over $50"", ""campaignType"": ""shipping"", ""discountAmount"": 4.99, ""shippingDiscountType"": 3, ""shippingDiscountValue"": 4.99}]",125.22,245.24,False,2025-05-18 06:39:00+00:00
1035,sd-shop-0001,1035,USD,97.89,19.42,97.89,True,False,4.99,0.0,4.99,"[{""campaignId"": ""sc5"", ""campaignName"": ""Spring Decor: Buy 3+, Save 12%"", ""campaignType"": ""volume"", ""discountAmount"": 14.43}]","[{""campaignId"": ""sc2"", ""campaignName"": ""Free Shipping over $50"", ""campaignType"": ""shipping"", ""discountAmount"": 4.99, ""shippingDiscountType"": 3, ""shippingDiscountValue"": 4.99}]",52.47,97.89,False,2025-05-18 10:50:00+00:00
1036,sd-shop-0001,1036,USD,130.54,21.61,130.54,True,False,0.0,0.0,0.0,"[{""campaignId"": ""sc5"", ""campaignName"": ""Spring Decor: Buy 3+, Save 12%"", ""campaignType"": ""volume"", ""discountAmount"": 21.61}]",[],55.01,130.54,False,2025-05-18 15:01:00+00:00
1037,sd-shop-0001,1037,USD,163.2,29.97,163.2,True,False,0.0,0.0,0.0,"[{""campaignId"": ""sc5"", ""campaignName"": ""Spring Decor: Buy 3+, Save 12%"", ""campaignType"": ""volume"", ""discountAmount"": 29.97}]",[],72.91,163.2,False,2025-05-19 19:12:00+00:00
1038,sd-shop-0001,1038,USD,195.85,19.94,195.85,True,False,0.0,0.0,0.0,"[{""campaignId"": ""sc5"", ""campaignName"": ""Spring Decor: Buy 3+, Save 12%"", ""campaignType"": ""volume"", ""discountAmount"": 19.94}]",[],92.48,195.85,False,2025-05-19 00:23:00+00:00
1039,sd-shop-0001,1039,USD,228.5,62.39,228.5,True,True,9.99,0.0,9.99,"[{""campaignId"": ""sc5"", ""campaignName"": ""Spring Decor: Buy 3+, Save 12%"", ""campaignType"": ""volume"", ""discountAmount"": 27.41}, {""campaignId"": ""sc7"", ""campaignName"": ""Free Gift with $75 Purchase"", ""campaignType"": ""buy_one_get_one"", ""discountAmount"": 24.99}]","[{""campaignId"": ""sc2"", ""campaignName"": ""Free Shipping over $50"", ""campaignType"": ""shipping"", ""discountAmount"": 9.99, ""shippingDiscountType"": 3, ""shippingDiscountValue"": 9.99}]",113.7,228.5,False,2025-05-19 04:33:00+00:00
1040,sd-shop-0001,1040,USD,81.16,16.2,81.16,True,False,4.99,0.0,4.99,"[{""campaignId"": ""sc5"", ""campaignName"": ""Spring Decor: Buy 3+, Save 12%"", ""campaignType"": ""volume"", ""discountAmount"": 11.21}]","[{""campaignId"": ""sc2"", ""campaignName"": ""Free Shipping over $50"", ""campaignType"": ""shipping"", ""discountAmount"": 4.99, ""shippingDiscountType"": 3, ""shippingDiscountValue"": 4.99}]",42.44,81.16,False,2025-05-19 08:44:00+00:00
1041,sd-shop-0001,1041,USD,113.81,22.77,113.81,True,False,4.99,0.0,4.99,"[{""campaignId"": ""sc5"", ""campaignName"": ""Spring Decor: Buy 3+, Save 12%"", ""campaignType"": ""volume"", ""discountAmount"": 17.78}]","[{""campaignId"": ""sc2"", ""campaignName"": ""Free Shipping over $50"", ""campaignType"": ""shipping"", ""discountAmount"": 4.99, ""shippingDiscountType"": 3, ""shippingDiscountValue"": 4.99}]",46.48,113.81,False,2025-05-20 12:55:00+00:00
1042,sd-shop-0001,1042,USD,146.46,25.54,146.46,True,False,0.0,0.0,0.0,"[{""campaignId"": ""sc5"", ""campaignName"": ""Spring Decor: Buy 3+, Save 12%"", ""campaignType"": ""volume"", ""discountAmount"": 25.54}]",[],63.53,146.46,False,2025-05-20 17:06:00+00:00
1043,sd-shop-0001,1043,USD,179.12,34.48,179.12,True,False,0.0,0.0,0.0,"[{""campaignId"": ""sc5"", ""campaignName"": ""Spring Decor: Buy 3+, Save 12%"", ""campaignType"": ""volume"", ""discountAmount"": 34.48}]",[],208.39,179.12,False,2025-05-20 21:17:00+00:00
1044,sd-shop-0001,1044,USD,211.77,23.43,211.77,True,False,0.0,0.0,0.0,"[{""campaignId"": ""sc5"", ""campaignName"": ""Spring Decor: Buy 3+, Save 12%"", ""campaignType"": ""volume"", ""discountAmount"": 23.43}]",[],102.62,211.77,False,2025-05-20 02:28:00+00:00
1045,sd-shop-0001,1045,USD,244.42,61.46,244.42,True,False,4.99,0.0,4.99,"[{""campaignId"": ""sc5"", ""campaignName"": ""Spring Decor: Buy 3+, Save 12%"", ""campaignType"": ""volume"", ""discountAmount"": 31.48}, {""campaignId"": ""sc7"", ""campaignName"": ""Free Gift with $75 Purchase"", ""campaignType"": ""buy_one_get_one"", ""discountAmount"": 24.99}]","[{""campaignId"": ""sc2"", ""campaignName"": ""Free Shipping over $50"", ""campaignType"": ""shipping"", ""discountAmount"": 4.99, ""shippingDiscountType"": 3, ""shippingDiscountValue"": 4.99}]",124.64,244.42,False,2025-05-21 06:39:00+00:00
1046,sd-shop-0001,1046,USD,97.08,19.25,97.08,True,False,4.99,0.0,4.99,"[{""campaignId"": ""sc5"", ""campaignName"": ""Spring Decor: Buy 3+, Save 12%"", ""campaignType"": ""volume"", ""discountAmount"": 14.26}]","[{""campaignId"": ""sc2"", ""campaignName"": ""Free Shipping over $50"", ""campaignType"": ""shipping"", ""discountAmount"": 4.99, ""shippingDiscountType"": 3, ""shippingDiscountValue"": 4.99}]",51.97,97.08,False,2025-05-21 10:49:00+00:00
1047,sd-shop-0001,1047,USD,129.73,21.41,129.73,True,False,0.0,0.0,0.0,"[{""campaignId"": ""sc5"", ""campaignName"": ""Spring Decor: Buy 3+, Save 12%"", ""campaignType"": ""volume"", ""discountAmount"": 21.41}]",[],54.58,129.73,False,2025-05-21 14:01:00+00:00
1048,sd-shop-0001,1048,USD,162.38,29.75,162.38,True,False,0.0,0.0,0.0,"[{""campaignId"": ""sc5"", ""campaignName"": ""Spring Decor: Buy 3+, Save 12%"", ""campaignType"": ""volume"", ""discountAmount"": 29.75}]",[],72.45,162.38,False,2025-05-21 19:12:00+00:00
1049,sd-shop-0001,1049,USD,195.04,19.77,195.04,True,False,0.0,0.0,0.0,"[{""campaignId"": ""sc5"", ""campaignName"": ""Spring Decor: Buy 3+, Save 12%"", ""campaignType"": ""volume"", ""discountAmount"": 19.77}]",[],91.97,195.04,False,2025-05-22 00:22:00+00:00
1050,sd-shop-0001,1050,USD,227.69,62.19,227.69,True,True,9.99,0.0,9.99,"[{""campaignId"": ""sc5"", ""campaignName"": ""Spring Decor: Buy 3+, Save 12%"", ""campaignType"": ""volume"", ""discountAmount"": 27.21}, {""campaignId"": ""sc7"", ""campaignName"": ""Free Gift with $75 Purchase"", ""campaignType"": ""buy_one_get_one"", ""discountAmount"": 24.99}]","[{""campaignId"": ""sc2"", ""campaignName"": ""Free Shipping over $50"", ""campaignType"": ""shipping"", ""discountAmount"": 9.99, ""shippingDiscountType"": 3, ""shippingDiscountValue"": 9.99}]",113.15,227.69,False,2025-05-22 04:33:00+00:00
1051,sd-shop-0001,1051,USD,80.34,16.05,80.34,True,False,4.99,0.0,4.99,"[{""campaignId"": ""sc5"", ""campaignName"": ""Spring Decor: Buy 3+, Save 12%"", ""campaignType"": ""volume"", ""discountAmount"": 11.06}]","[{""campaignId"": ""sc2"", ""campaignName"": ""Free Shipping over $50"", ""campaignType"": ""shipping"", ""discountAmount"": 4.99, ""shippingDiscountType"": 3, ""shippingDiscountValue"": 4.99}]",41.96,80.34,False,2025-05-22 08:44:00+00:00
1052,sd-shop-0001,1052,USD,113.0,22.59,113.0,True,False,4.99,0.0,4.99,"[{""campaignId"": ""sc5"", ""campaignName"": ""Spring Decor: Buy 3+, Save 12%"", ""campaignType"": ""volume"", ""discountAmount"": 17.6}]","[{""campaignId"": ""sc2"", ""campaignName"": ""Free Shipping over $50"", ""campaignType"": ""shipping"", ""discountAmount"": 4.99, ""shippingDiscountType"": 3, ""shippingDiscountValue"": 4.99}]",46.07,113.0,False,2025-05-22 12:54:00+00:00
1053,sd-shop-0001,1053,USD,145.65,25.33,145.65,True,False,0.0,0.0,0.0,"[{""campaignId"": ""sc5"", ""campaignName"": ""Spring Decor: Buy 3+, Save 12%"", ""campaignType"": ""volume"", ""discountAmount"": 25.33}]",[],63.09,145.65,False,2025-05-23 16:06:00+00:00
1054,sd-shop-0001,1054,USD,178.3,34.24,178.3,True,False,0.0,0.0,0.0,"[{""campaignId"": ""sc5"", ""campaignName"": ""Spring Decor: Buy 3+, Save 12%"", ""campaignType"": ""volume"", ""discountAmount"": 34.24}]",[],207.31,178.3,False,2025-05-23 21:17:00+00:00
1055,sd-shop-0001,1055,USD,210.96,23.25,210.96,True,False,0.0,0.0,0.0,"[{""campaignId"": ""sc5"", ""campaignName"": ""Spring Decor: Buy 3+, Save 12%"", ""campaignType"": ""volume"", ""discountAmount"": 23.25}]",[],102.09,210.96,False,2025-05-23 02:28:00+00:00
1056,sd-shop-0001,1056,USD,243.61,61.24,243.61,True,False,4.99,0.0,4.99,"[{""campaignId"": ""sc5"", ""campaignName"": ""Spring Decor: Buy 3+, Save 12%"", ""campaignType"": ""volume"", ""discountAmount"": 31.26}, {""campaignId"": ""sc7"", ""campaignName"": ""Free Gift with $75 Purchase"", ""campaignType"": ""buy_one_get_one"", ""discountAmount"": 24.99}]","[{""campaignId"": ""sc2"", ""campaignName"": ""Free Shipping over $50"", ""campaignType"": ""shipping"", ""discountAmount"": 4.99, ""shippingDiscountType"": 3, ""shippingDiscountValue"": 4.99}]",124.08,243.61,False,2025-05-23 06:38:00+00:00
1057,sd-shop-0001,1057,USD,96.26,19.09,96.26,True,False,4.99,0.0,4.99,"[{""campaignId"": ""sc5"", ""campaignName"": ""Spring Decor: Buy 3+, Save 12%"", ""campaignType"": ""volume"", ""discountAmount"": 14.1}]","[{""campaignId"": ""sc2"", ""campaignName"": ""Free Shipping over $50"", ""campaignType"": ""shipping"", ""discountAmount"": 4.99, ""shippingDiscountType"": 3, ""shippingDiscountValue"": 4.99}]",51.47,96.26,False,2025-05-24 10:49:00+00:00
1058,sd-shop-0001,1058,USD,128.92,21.22,128.92,True,False,0.0,0.0,0.0,"[{""campaignId"": ""sc5"", ""campaignName"": ""Spring Decor: Buy 3+, Save 12%"", ""campaignType"": ""volume"", ""discountAmount"": 21.22}]",[],54.16,128.92,False,2025-05-24 14:01:00+00:00
1059,sd-shop-0001,1059,USD,161.57,29.53,161.57,True,False,0.0,0.0,0.0,"[{""campaignId"": ""sc5"", ""campaignName"": ""Spring Decor: Buy 3+, Save 12%"", ""campaignType"": ""volume"", ""discountAmount"": 29.53}]",[],71.98,161.57,False,2025-05-24 19:11:00+00:00
1060,sd-shop-0001,1060,USD,194.22,19.6,194.22,True,False,0.0,0.0,0.0,"[{""campaignId"": ""sc5"", ""campaignName"": ""Spring Decor: Buy 3+, Save 12%"", ""campaignType"": ""volume"", ""discountAmount"": 19.6}]",[],91.46,194.22,False,2025-05-24 00:22:00+00:00
1061,sd-shop-0001,1061,USD,226.88,61.99,226.88,True,True,9.99,0.0,9.99,"[{""campaignId"": ""sc5"", ""campaignName"": ""Spring Decor: Buy 3+, Save 12%"", ""campaignType"": ""volume"", ""discountAmount"": 27.01}, {""campaignId"": ""sc7"", ""campaignName"": ""Free Gift with $75 Purchase"", ""campaignType"": ""buy_one_get_one"", ""discountAmount"": 24.99}]","[{""campaignId"": ""sc2"", ""campaignName"": ""Free Shipping over $50"", ""campaignType"": ""shipping"", ""discountAmount"": 9.99, ""shippingDiscountType"": 3, ""shippingDiscountValue"": 9.99}]",112.6,226.88,False,2025-05-24 04:33:00+00:00
1062,sd-shop-0001,1062,USD,259.53,65.58,259.53,True,False,4.99,0.0,4.99,"[{""campaignId"": ""sc5"", ""campaignName"": ""Spring Decor: Buy 3+, Save 12%"", ""campaignType"": ""volume"", ""discountAmount"": 35.6}, {""campaignId"": ""sc7"", ""campaignName"": ""Free Gift with $75 Purchase"", ""campaignType"": ""buy_one_get_one"", ""discountAmount"": 24.99}]","[{""campaignId"": ""sc2"", ""campaignName"": ""Free Shipping over $50"", ""campaignType"": ""shipping"", ""discountAmount"": 4.99, ""shippingDiscountType"": 3, ""shippingDiscountValue"": 4.99}]",135.4,259.53,False,2025-05-25 08:44:00+00:00
1063,sd-shop-0001,1063,USD,112.18,22.41,112.18,True,False,4.99,0.0,4.99,"[{""campaignId"": ""sc5"", ""campaignName"": ""Spring Decor: Buy 3+, Save 12%"", ""campaignType"": ""volume"", ""discountAmount"": 17.42}]","[{""campaignId"": ""sc2"", ""campaignName"": ""Free Shipping over $50"", ""campaignType"": ""shipping"", ""discountAmount"": 4.99, ""shippingDiscountType"": 3, ""shippingDiscountValue"": 4.99}]",45.67,112.18,False,2025-05-25 12:54:00+00:00
